0	0.000338299	0.00161256	0.00252596	0.00382278	0.00392427	0.00394682	0.00497299
0.000338299	0.00161256	0.00252596	0.00382278	0.00392427	0.00394682	0.00497299	0.00623597
0.00161256	0.00252596	0.00382278	0.00392427	0.00394682	0.00497299	0.00623597	0.00640512
0.00252596	0.00382278	0.00392427	0.00394682	0.00497299	0.00623597	0.00640512	0.0079613
0.00382278	0.00392427	0.00394682	0.00497299	0.00623597	0.00640512	0.0079613	0.00852513
0.00392427	0.00394682	0.00497299	0.00623597	0.00640512	0.0079613	0.00852513	0.00939343
0.00394682	0.00497299	0.00623597	0.00640512	0.0079613	0.00852513	0.00939343	0.00966407
0.00497299	0.00623597	0.00640512	0.0079613	0.00852513	0.00939343	0.00966407	0.0108819
0.00623597	0.00640512	0.0079613	0.00852513	0.00939343	0.00966407	0.0108819	0.0118743
0.00640512	0.0079613	0.00852513	0.00939343	0.00966407	0.0108819	0.0118743	0.0194296
0.0079613	0.00852513	0.00939343	0.00966407	0.0108819	0.0118743	0.0194296	0.0207828
0.00852513	0.00939343	0.00966407	0.0108819	0.0118743	0.0194296	0.0207828	0.021076
0.00939343	0.00966407	0.0108819	0.0118743	0.0194296	0.0207828	0.021076	0.0223616
0.00966407	0.0108819	0.0118743	0.0194296	0.0207828	0.021076	0.0223616	0.0260265
0.0108819	0.0118743	0.0194296	0.0207828	0.021076	0.0223616	0.0260265	0.0266467
0.0118743	0.0194296	0.0207828	0.021076	0.0223616	0.0260265	0.0266467	0.0293756
0.0194296	0.0207828	0.021076	0.0223616	0.0260265	0.0266467	0.0293756	0.0301424
0.0207828	0.021076	0.0223616	0.0260265	0.0266467	0.0293756	0.0301424	0.0349012
0.021076	0.0223616	0.0260265	0.0266467	0.0293756	0.0301424	0.0349012	0.036931
0.0223616	0.0260265	0.0266467	0.0293756	0.0301424	0.0349012	0.036931	0.0370437
0.0260265	0.0266467	0.0293756	0.0301424	0.0349012	0.036931	0.0370437	0.0499667
0.0266467	0.0293756	0.0301424	0.0349012	0.036931	0.0370437	0.0499667	0.0567327
0.0293756	0.0301424	0.0349012	0.036931	0.0370437	0.0499667	0.0567327	0.0569019
0.0301424	0.0349012	0.036931	0.0370437	0.0499667	0.0567327	0.0569019	0.0573078
0.0349012	0.036931	0.0370437	0.0499667	0.0567327	0.0569019	0.0573078	0.0573529
0.036931	0.0370437	0.0499667	0.0567327	0.0569019	0.0573078	0.0573529	0.0573529
0.0370437	0.0499667	0.0567327	0.0569019	0.0573078	0.0573529	0.0573529	0.0574431
0.0499667	0.0567327	0.0569019	0.0573078	0.0573529	0.0573529	0.0574431	0.0600029
0.0567327	0.0569019	0.0573078	0.0573529	0.0573529	0.0574431	0.0600029	0.0607359
0.0569019	0.0573078	0.0573529	0.0573529	0.0574431	0.0600029	0.0607359	0.0627206
0.0573078	0.0573529	0.0573529	0.0574431	0.0600029	0.0607359	0.0627206	0.0633746
0.0573529	0.0573529	0.0574431	0.0600029	0.0607359	0.0627206	0.0633746	0.0685281
0.0573529	0.0574431	0.0600029	0.0607359	0.0627206	0.0633746	0.0685281	0.071911
0.0574431	0.0600029	0.0607359	0.0627206	0.0633746	0.0685281	0.071911	0.0730049
0.0600029	0.0607359	0.0627206	0.0633746	0.0685281	0.071911	0.0730049	0.0759706
0.0607359	0.0627206	0.0633746	0.0685281	0.071911	0.0730049	0.0759706	0.0810677
0.0627206	0.0633746	0.0685281	0.071911	0.0730049	0.0759706	0.0810677	0.0839432
0.0633746	0.0685281	0.071911	0.0730049	0.0759706	0.0810677	0.0839432	0.0861647
0.0685281	0.071911	0.0730049	0.0759706	0.0810677	0.0839432	0.0861647	0.0883411
0.071911	0.0730049	0.0759706	0.0810677	0.0839432	0.0861647	0.0883411	0.0884088
0.0730049	0.0759706	0.0810677	0.0839432	0.0861647	0.0883411	0.0884088	0.0892996
0.0759706	0.0810677	0.0839432	0.0861647	0.0883411	0.0884088	0.0892996	0.0985013
0.0810677	0.0839432	0.0861647	0.0883411	0.0884088	0.0892996	0.0985013	0.113736
0.0839432	0.0861647	0.0883411	0.0884088	0.0892996	0.0985013	0.113736	0.115405
0.0861647	0.0883411	0.0884088	0.0892996	0.0985013	0.113736	0.115405	0.115642
